timestamp,id,presence,result_total,ean,ljs_1,ljs_2,ljs_3,ljs_4,ljs_5,ljs_6,ljs_7,ljs_8,ljs_9,ljs_10,ljs_11,ljs_12,ljs_13,ljs_14,ljs_15,ljs_16,ljs_17,ljs_18,ljs_19,ljs_20,ljs_21,ljs_22,ljs_23,ljs_24,ljs_25,ljs_26,ljs_27,ljs_28,ljs_29,ljs_30,ljs_31,ljs_32,ljs_33,ljs_34,ljs_35,ljs_36,ljs_37,ljs_38,ljs_39,ljs_40,ljs_41,ljs_42,ljs_43,ljs_44,ljs_45,ljs_46,ljs_47,ljs_48,ljs_49,ljs_50,ljs_51,ljs_52,ljs_53,ljs_54,ljs_55,ljs_56,ljs_57,ljs_58,ljs_59,ljs_60,ljs_61,ljs_62,ljs_63,pos1_result,pos1_timestamp,pos2_result,pos2_timestamp,pos3_result,pos3_timestamp,pos4_result,pos4_timestamp,pos5_result,pos5_timestamp,pos6_result,pos6_timestamp,pos7_result,pos7_timestamp
2026-02-10T11:10:59.371815,7,0,0,P2089131-B0-A:SEPC2604160A24F,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,2026-02-10 11:10:21.940302,0,1970-01-01 00:00:00.000000,0,1970-01-01 00:00:00.000000,0,1970-01-01 00:00:00.000000,0,1970-01-01 00:00:00.000000,0,1970-01-01 00:00:00.000000,0,1970-01-01 00:00:00.000000
