timestamp,id,presence,result_total,ean,ljs_1,ljs_2,ljs_3,ljs_4,ljs_5,ljs_6,ljs_7,ljs_8,ljs_9,ljs_10,ljs_11,ljs_12,ljs_13,ljs_14,ljs_15,ljs_16,ljs_17,ljs_18,ljs_19,ljs_20,ljs_21,ljs_22,ljs_23,ljs_24,ljs_25,ljs_26,ljs_27,ljs_28,ljs_29,ljs_30,ljs_31,ljs_32,ljs_33,ljs_34,ljs_35,ljs_36,ljs_37,ljs_38,ljs_39,ljs_40,ljs_41,ljs_42,ljs_43,ljs_44,ljs_45,ljs_46,ljs_47,ljs_48,ljs_49,ljs_50,ljs_51,ljs_52,ljs_53,ljs_54,ljs_55,ljs_56,ljs_57,ljs_58,ljs_59,ljs_60,ljs_61,ljs_62,ljs_63,pos1_result,pos1_timestamp,pos2_result,pos2_timestamp,pos3_result,pos3_timestamp,pos4_result,pos4_timestamp,pos5_result,pos5_timestamp,pos6_result,pos6_timestamp,pos7_result,pos7_timestamp
2026-02-10T11:10:49.039105,7,0,2,P2089131-B0-A:SEPC2604160A24C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.548000,0.654000,11.361000,7.762000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,2026-02-10 11:09:48.489177,2,2026-02-10 11:09:58.938122,2,2026-02-10 11:10:10.555586,2,2026-02-10 11:10:32.670939,1,2026-02-10 11:10:33.622614,1,2026-02-10 11:10:44.644734,1,2026-02-10 11:10:47.821422
